V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12,V_13,V_14,V_15,V_16,V_17,V_18,V_19,V_20,V_21,V_22,V_23,V_24,V_25,V_26,V_27,V_28,V_29,V_30,V_31,V_32,V_33,V_34,V_35,V_36,V_37,V_38,V_39,V_40,V_41,V_42,TargetVariable
4.167253503,1.522977508,39.864193,27.7841644,83.15092,31.0627251,59.8348,8609.073,20.7563953,483.0143,56.43475,1001.22327,23.0929184,23.0534973,1.0350281,28.5040226,73.37682,57.8486061,54.6560669,66,258.07254,34.9650459,7.29426765,511,31.4048939,185.549377,378.878418,379.053864,75,128.205,25,1.03422844,2844.261,8616.309,275.308167,254.429642,3285.94556,3321.634,12.00145,2384.16821,1696.8595,7.957217,778.7
4.24174609,1.528407847,39.63531,27.2227058,83.87682,31.24125,59.8663521,8600.492,20.68457,483.0143,56.3401222,1003.43231,23.1,23.07054,1.035051,28.5348721,73.30053,57.918087,54.89745,66,261.5889,36.14008,3.49363446,511,31.5441742,182.557953,378.616119,378.6916,75,138.75,25,1.034928,2876.89819,8599.7,275.322632,260.462524,3292.88135,3286.82813,11.5334549,2414.13,1701.07861,7.10651731,743.1666667
4.246978454,1.543935402,40.7377739,28.91173,83.33576,31.57206,59.71189,8650.016,21.1586914,483.0143,56.6453056,1003.15186,23.1,23.0646057,1.03461313,28.5522556,73.37096,57.56562,54.494297,66,260.288574,35.2634277,13.6871977,514,31.6618824,184.143341,376.649078,376.479736,74,127.179359,26,1.03425825,3002.37329,8551.462,279.6484,264.228455,3258.44336,3247.948,10.6331024,2409.86523,1698.92664,7.11416626,770.25
4.223700925,1.541450185,40.1693764,28.635725,82.8690948,31.8491573,59.71209,8543.917,21.83754,483.0143,57.8583946,1001.49237,23.1,23.0692635,1.03482318,28.5103016,73.28781,57.52627,54.9448967,67,257.3818,34.4549,10.4378738,519,31.92718,182.438751,376.716431,376.78772,74,127.179359,26,1.03446341,3011.33984,8556.361,286.869476,263.988678,3261.5874,3269.735,11.8858032,2404.97437,1700.69238,6.871663,773.1666667
4.167916802,1.518838597,40.1693764,30.96836,84.26795,31.7369289,59.9493141,8543.917,21.88417,483.0143,57.73931,1003.39166,23.1,23.0925331,1.034852,28.5171356,73.19472,57.6858,55.38291,67,261.917267,34.7129745,6.85883045,519,32.0980339,187.253464,379.161,378.9586,74,127.179359,26,1.0345794,3024.75317,8614.6,278.982666,260.293945,2856.11963,2947.84082,11.7168846,2420.2334,1701.15637,7.988682,807.9
3.986330286,1.527530825,40.47074,28.0991364,83.2582,31.6501789,59.7865944,8667.592,21.6525116,483.0143,57.66766,1044.62781,23.1,23.0921745,1.03538752,28.5445728,73.39802,56.5489655,54.5935173,67,260.458771,34.4650955,7.684835,519,32.1423569,186.29425,378.4717,378.237152,74,136.9,26,1.03453577,3035.967,8601.767,275.6417,264.2283,3372.882,3402.968,12.3130951,2415.22,1700.4812,8.074596,793.75
3.988122548,1.527090068,40.4718666,28.6768322,83.58081,31.598032,59.94054,8615.711,21.8332825,483.0143,57.386,1043.80347,23.1,23.0959816,1.03412569,28.5033169,73.28781,57.2139244,55.0133743,67,260.7812,34.5839272,4.491322,519,32.0203857,186.927673,379.37674,379.271332,74,137.27,26,1.03479576,3033.13159,8594.797,265.279175,263.750336,3339.795,3318.96436,11.3183441,2410.68555,1699.86487,7.887124,807.9166667
4.220618824,1.884038656,40.5851822,20.4576111,83.38948,33.1653481,60.1618156,8539.4,17.6434021,483.0143,57.7814941,1046.33569,22.22,22.2503414,1.03459311,27.3358555,73.22423,55.8605576,54.9758,69,260.371429,34.8454475,8.42796,540,32.20378,181.5798,379.7159,378.904327,74,124.296318,26,1.03589153,3029.33057,8628.999,270.977051,270.447479,2093.288,2789.886,11.6352234,2585.74951,2099.89624,7.67985439,748.5
4.31906009,1.7162543,45.7923241,27.4135551,76.53242,28.5265636,55.02187,7724.967,28.0576649,483.0143,65.21706,1040.719,18.75,18.8405571,1.02998209,19.0181656,63.30352,46.1831245,42.8469734,92,151.973892,33.0782,19.11946,717,32.1096344,133.6973,339.563934,339.738037,66,82.5066,34,1.03015459,3977.536,7698.426,255.955841,282.2078,1523.34473,3028.54639,10.4416428,2335.92725,1699.64819,7.22762728,630.9
3.741621765,1.703977003,45.6397362,26.7782688,76.64705,28.54125,55.4324226,7777.52051,28.7151337,483.0143,65.86557,1039.6991,18.75,18.83683,1.02961671,19.0029736,63.3003159,46.2043,42.9574242,93,152.1142,33.10321,17.8567238,722,32.34236,133.261292,342.822357,342.4032,66,82.5066,34,1.02890611,4019.468,7760.45947,251.242889,274.39035,1553.51929,3113.2666,10.5022554,2307.46924,1699.41907,6.952216,622.5
3.685417929,1.675650569,45.6397362,26.9052963,77.7559052,28.5071926,56.01792,7866.084,29.0110016,483.0143,66.35142,1040.47034,18.75,18.8405533,1.029837,19.0495682,63.24483,45.18663,42.6464272,93,149.050064,31.5339012,20.33621,726,32.5177536,133.682755,347.128174,346.894379,66,82.5066,34,1.02997327,4049.49561,7891.2417,243.675858,276.527924,1541.53235,3131.14355,10.0348959,2326.979,1702.69409,6.9422574,627.4
3.817644107,1.718408075,45.1819649,29.9414558,75.61608,31.8096218,54.70332,7639.818,20.3138962,483.0143,65.36965,1037.74707,18.5,18.4091721,1.0300355,18.9929256,73.04736,46.67675,56.8943138,91,148.043808,31.69102,19.0461254,703,31.6013088,132.100769,336.6332,336.352966,66,82.5066,34,1.03078079,3930.81348,7662.39063,249.852386,325.848419,1284.39307,2574.23315,11.2186432,2313.37866,1683.55811,6.448099,599.7
3.818825263,1.68418162,45.571743,30.61185,77.63771,30.9149647,55.93215,7880.63574,23.8239231,483.0143,65.88558,1029.09644,18.5014439,18.4436874,1.03024709,19.02301,72.98263,45.9107246,57.1682243,93,147.651,31.832489,21.420948,727,31.8623581,134.31221,345.674469,346.748,66,82.5066,34,1.02907407,4062.325,7866.627,238.133881,314.2044,1324.88831,2622.4397,9.906578,2320.17236,1686.2074,7.57927036,657.4166667
3.615515136,1.663583895,45.7909241,30.62995,77.81447,30.582325,56.1643,7927.67627,24.4611454,483.0143,65.968605,1028.13647,18.5,18.44233,1.03034055,18.9308758,72.9953461,44.9212646,57.4452133,94,153.320862,31.6242352,18.599781,730,32.68948,135.370621,349.0863,348.8139,66,82.5066,34,1.03051233,4079.39844,7913.705,237.938614,314.501617,1328.10059,2663.459,9.496979,2306.32471,1698.0625,7.44878674,642.4166667
3.350751797,1.512924419,41.1531563,20.8918686,84.8870544,34.11282,60.4355164,8716.39551,15.4933472,483.0143,57.1902122,1095.85938,19.1964989,19.1701317,1.02984345,23.1010971,73.08118,52.5336151,56.5186043,79,258.777069,36.9023132,15.0002117,607,32.3796844,160.521515,383.3053,383.457581,73.7,109.6656,26.3,1.02999365,3106.49536,8714.73,290.5752,276.8389,1712.15247,3415.51758,9.571719,2303.789,1701.97083,7.217433,682.0833333
3.337365037,1.500785016,40.4325943,20.3760452,84.267746,34.8409538,60.568573,8746.437,14.7569733,483.0143,58.12543,1095.68262,19.2,19.1986237,1.0245465,23.00714,73.10979,52.5314865,56.3826637,78,261.062317,38.9367371,4.47581339,607,32.5152054,159.948013,384.4112,384.97522,73.7,109.6656,26.3,1.02426827,3121.052,8734.528,299.5694,273.12,1712.25525,3420.14746,11.1007538,2319.09155,1700.09924,7.53349733,657.6666667
3.347236612,1.523309737,41.0048065,20.7599049,84.3269043,34.8262978,59.97047,8657.163,16.1846771,483.0143,57.3281441,1095.025,19.8,19.7835045,1.02515578,23.2787018,73.11373,52.47079,56.0778961,77,271.4295,37.0262642,5.192202,596,31.980154,161.567657,380.7692,380.135162,73.7,109.6656,26.3,1.0248214,3087.67578,8633.191,293.979523,277.101,1675.71313,3366.032,11.3673773,2311.9707,1701.43518,7.198827,661.8333333
3.349959507,1.575827492,40.66148,19.73968,85.39108,34.3862152,60.57183,8760.671,17.52504,483.0143,56.5690079,1094.14453,20.693325,20.7106323,1.02490008,24.438797,73.04621,53.40454,56.9748955,74,268.693237,37.951622,6.84568644,573.2,32.0819054,173.8397,385.112671,385.4695,74.5,117.5312,25.5,1.02513373,3000.04321,8769.079,289.45755,274.9876,1751.3313,3427.09644,11.0079193,2402.0752,1802.30078,8.725681,701.9166667
3.428023443,1.602591929,40.5900154,20.3860931,83.8612,34.0512772,59.8367081,8634.175,17.87207,483.0143,57.13741,1086.61865,20.69425,20.7259865,1.03069532,24.4193,73.31688,53.4514122,54.9907455,74,269.716827,36.04802,10.5836725,572.99646,32.59529,170.082535,380.293518,380.42337,74,116.365,26,1.02984512,3038.65918,8650.208,291.842651,270.433167,1693.70569,3395.00317,11.4727783,2411.24756,1800.48645,7.59540033,701.7
3.575125776,1.619052103,40.63418,20.9430027,83.56865,33.7251053,59.59162,8595.253,17.7672729,483.0143,58.2715759,1064.03284,20.7,20.7451134,1.03016865,24.4570541,73.11796,53.3602524,56.0223961,73,268.432465,37.36638,11.9019318,572,32.5232,172.512573,378.476227,377.768616,73,115.467751,27,1.03014243,3173.0376,8595.56,276.174438,271.4653,1679.71533,3375.884,11.7614546,2416.57129,1799.75281,8.326677,725.75
3.637781434,1.641703397,40.7766571,21.2357941,83.70572,33.7101936,59.2184143,8513.116,17.8031464,483.0143,57.4490547,1066.01514,20.7,20.7608,1.03070426,24.3579121,73.33232,53.33746,55.13793,74,269.3088,35.93135,11.6896906,573,32.5894661,169.5999,375.15033,375.1863,73,115.592583,27,1.02940786,3154.436,8498.984,271.449646,266.24176,1647.56567,3345.76636,11.2950211,2416.86035,1801.52771,7.202937,710.5
3.600693536,1.62573853,40.7377739,20.8356152,83.50881,33.3594666,59.2626381,8525.455,19.21666,483.0143,57.97284,1048.87683,20.7,20.7479229,1.02938116,24.3997021,73.147934,53.87164,55.4035454,74,272.378967,35.9333878,5.622783,580,32.9871864,170.0739,374.935883,375.546417,73,114.7925,27,1.0310328,3136.63452,8523.683,272.519958,261.5981,1657.216,3385.157,11.4225559,2417.34229,1798.09619,7.59147835,724
3.627502417,1.643404015,40.5851822,20.7770348,83.3253555,32.87538,59.52993,8554.622,19.1053314,483.0143,58.65568,1047.47437,20.7,20.7448616,1.03035951,24.3834858,73.33281,53.5479851,54.82421,74,271.287537,35.664257,0,579.0044,33.1599426,168.495865,375.934448,376.487335,73,124.1,27,1.03035593,3143.76416,8525.752,273.065521,258.620667,1710.88623,3448.87964,11.5993767,2409.61328,1802.57678,6.937749,726.1
2.995791706,1.622454576,40.7809372,20.1457119,84.00118,33.2355843,60.0067673,8640.389,18.9355011,483.0143,58.65568,1067.46033,20.7,20.7248573,1.03042674,24.3623924,73.281456,53.8097,55.0098343,74,270.8084,37.69444,6.158853,579,33.0418243,171.031235,379.8239,379.584259,73,114.9166,27,1.03003109,3195.70679,8602.664,267.174255,246.855,1801.36011,3539.44287,10.8178434,2418.97681,1801.9751,7.51063,728
2.978390655,1.622718965,41.26757,20.4856167,83.56092,32.8658447,59.3662262,8572.269,19.1392517,483.0143,58.50309,1066.6615,20.7,20.7219734,1.03008318,24.3975658,73.26238,53.47078,55.4826622,74,270.3274,37.6607857,10.3070145,579.0018,32.9437561,168.486923,375.9123,376.529266,73,114.9166,27,1.03023636,3173.5918,8567.53,271.9947,255.741013,1720.52759,3419.25659,10.7951813,2413.74854,1799.80872,7.237986,698.9
3.03386133,1.630250947,40.58818,20.6090565,83.33281,33.39969,59.43434,8540.10449,19.3746185,483.0143,57.8202477,1067.44482,20.7,20.7198734,1.02978981,24.3946362,73.26238,53.97672,55.6350937,74,268.597565,39.34063,10.3774538,579,32.9251976,169.866776,375.504822,376.17984,73,114.9166,27,1.02880657,3153.16724,8531.651,269.656982,247.548721,1749.67261,3539.954,10.2223663,2420.2334,1801.19275,7.399153,762.0833333
3.03377932,1.6350202,41.1535149,20.6684055,82.9739,33.48024,59.1295166,8525.518,19.37082,483.0143,57.97284,1067.65027,20.7,20.7219963,1.02947843,24.3927689,73.18608,53.5539322,55.0528526,74,267.122559,41.2577553,11.6216707,579,32.9129829,170.550217,374.526459,375.122772,73,114.9166,27,1.02962136,3165.64429,8518.357,275.0098,260.868561,1740.87939,3483.97046,10.527298,2412.67334,1800.96863,7.70284367,740.7
3.989212733,1.572058707,40.1693764,22.5072918,85.20638,33.1054,60.8484459,8689.682,18.23265,483.0143,57.0432129,1066.745,20.7,20.7220039,1.03005564,24.4178562,73.10434,54.15844,55.51649,73,271.605835,39.3977242,4.220087,571.954041,32.4161949,172.889343,386.7087,386.418945,74.5,117.967773,25.5,1.03057182,2986.14648,8786.428,304.66925,280.189941,1633.29236,3210.738,10.6735277,2412.20825,1799.684,8.054478,736.625
3.936244857,1.570044588,41.80209,22.5633564,86.400116,29.1406059,60.6748276,8707.399,29.87825,483.0143,60.4371719,1056.62024,22.91,23.1489239,1.0302937,24.6504,73.03349,53.43514,56.26835,74,263.334229,40.5955048,11.3408079,579,32.9869232,173.777191,384.722321,385.2659,72,114.009117,28,1.02501667,3370.826,8765.547,262.1806,233.018143,1924.293,3890.23853,10.6257324,2422.73438,1802.08472,9.19764,754.25
3.985579422,1.594278533,41.8402367,21.1228542,85.14846,29.0971,60.28422,8715.688,28.3220062,483.0143,60.135807,1057.13843,23,23.09116,1.030379,24.5770359,73.17435,53.0481453,55.4691238,74,262.555023,35.5720673,4.6399374,579,33.1232376,172.119324,383.043335,383.322571,72,114.009117,28,1.02955186,3394.18677,8714.072,262.0235,248.194138,1797.19568,3634.55,10.9966736,2406.02881,1800.90564,7.671911,771
4.083122317,1.529110358,40.430378,20.32045,83.17277,32.9222641,59.63363,8542.902,17.342926,483.0143,56.8703728,1057.19861,23,23.07045,1.02928066,27.2887058,73.26932,57.2809,55.5945129,66,261.076935,34.6843338,11.4018784,516,31.7318382,184.2895,376.9347,377.366852,74.00002,127.317032,25.99998,1.02866757,2990.10352,8560.366,301.435883,263.179871,1726.66931,3524.82178,11.5403061,2421.022,1700.8468,7.17080975,810.4166667
4.012008634,1.50398996,40.4325943,19.6897755,84.82617,32.9494324,60.37518,8692.722,18.3975525,483.0143,57.40444,1057.17114,23,23.0732212,1.02976155,27.2045479,73.2623749,56.89559,54.86617,67,260.97348,36.7414131,11.7233658,520,32.37735,187.1122,382.903931,383.061279,74.00002,127.317032,25.99998,1.03070486,3063.58984,8719.634,287.4212,262.280334,1792.96729,3555.73315,11.1421738,2409.69629,1700.21167,7.89301634,789.4
4.538154325,1.530611111,40.20387,19.7547321,83.5544739,31.08369,59.4779663,8559.151,24.4134979,483.0143,57.44259,1114.06506,24.435545,24.4425735,1.03528023,27.2060452,73.39069,56.8981361,54.0169,66,260.7488,33.41321,9.016183,515,32.57293,185.12532,376.0078,376.602661,74.00002,126.769432,25.99998,1.03929257,3013.3252,8553.64551,295.765747,278.5408,1714.8407,3431.76758,11.5707245,2412.943,1698.63232,7.309082,811.2
4.655720918,1.528051134,40.2421837,20.2226543,83.48974,30.3777981,59.5061874,8581.595,25.6590729,483.0143,57.40444,1078.292,24.44,24.4538746,1.04067969,27.19005,73.27764,56.52217,55.0004158,67,258.637024,34.407608,9.312349,520,32.150795,184.20047,377.1898,377.4297,74.00002,126.632538,25.99998,1.03928506,3025.52246,8583.373,298.1147,282.1108,1685.37939,3343.2644,11.7886972,2426.33716,1698.816,7.41534233,789.3333333
4.611637342,1.53036274,40.8522148,20.4432011,83.44167,29.727869,59.5678635,8577.809,26.22165,483.0143,57.6295128,1081.74463,24.44,24.4402485,1.03949583,27.2196522,73.24331,56.48502,55.171524,67,261.5312,34.57177,8.401392,522,32.2584572,182.645844,377.62973,377.837677,74.00002,126.632538,25.99998,1.04014134,3020.33984,8597.699,298.880524,279.6904,1675.07629,3360.28833,11.7492466,2411.07813,1699.42993,7.058117,803.8
3.104436751,1.548064037,40.89133,19.59752,83.0545349,30.1024666,59.3422,8521.473,25.1396942,483.0143,57.09926,1079.75024,24.32,24.4090729,1.04000127,27.2064915,73.18608,56.649086,55.2249527,67,259.1401,37.272995,11.7719345,522,32.25278,184.455734,375.204926,375.349182,74.00002,126.632538,25.99998,1.0403167,3004.88,8515.66,291.13385,276.4643,1667.21118,3386.783,10.9432974,2414.89282,1701.6283,7.53215265,793.2
3.065698176,1.536412659,40.85237,20.0387764,82.57086,31.7244377,59.5884743,8587.529,20.36615,483.0143,57.7058067,1080.26038,24,23.9595585,1.03978622,27.2413311,73.24504,56.742115,55.1742363,67,259.621277,36.0501328,10.1269407,522,32.22774,186.248047,377.412262,378.056976,74.00002,126.632538,25.99998,1.04031932,3011.57666,8598.258,292.9255,275.012329,1701.54639,3436.809,11.343751,2411.23071,1701.91663,7.999663,824.9166667
3.005520725,1.523024159,40.18071,19.2244358,83.91127,31.8575211,59.86991,8626.106,20.4681854,483.0143,57.44259,1080.18945,24,23.959219,1.03537953,27.2076569,73.3196,56.3202,55.2147064,67,259.978851,36.90195,8.549827,522,32.3938866,184.4228,379.301178,380.040283,74.00002,127.249321,25.99998,1.03536594,3026.32129,8645.64551,281.9884,268.2059,1725.611,3468.039,11.070549,2414.13,1700.40015,7.00727367,820.0833333
3.002206731,1.505689402,40.8522148,19.9249153,84.38178,31.3754559,60.15624,8675.442,20.1223145,483.0143,57.8583946,1084.258,24,23.9595776,1.03516757,27.142683,73.22423,56.5986481,55.81708,67,261.012848,36.6730461,4.215229,522,32.3862648,187.755173,381.915771,381.9847,74.00002,127.249321,25.99998,1.03461266,3055.903,8704.055,281.393,269.025543,1747.89355,3507.32764,11.4158459,2412.68433,1698.643,7.93751574,799.3333333
3.473838117,1.519691696,40.8522148,19.6867352,84.3061,31.79753,59.8482246,8623.538,20.47432,483.0143,57.45079,1079.61292,24,23.9595547,1.03595614,27.2420082,73.30053,56.74211,55.3783379,67,259.381439,33.5920067,5.903524,522,32.3740845,184.578415,379.864319,380.08847,74.00002,127.249321,25.99998,1.03531933,3027.14,8623.785,287.7088,270.0534,1752.49646,3497.296,11.1750374,2418.57251,1698.03552,7.15060425,852.4
3.453786545,1.512643803,40.70019,19.4117851,83.766304,32.5964165,60.1801643,8689.688,18.47995,483.0143,56.0387573,1081.6521,23.6,23.5254841,1.03339732,27.1571,73.301506,57.2018776,55.40993,67,258.622223,33.2707977,10.5149984,522,32.34284,184.5539,382.408752,382.2675,75,128.968872,25,1.03494787,2897.76221,8681.886,290.9466,279.856262,1809.70911,3343.84424,10.2763672,2418.70752,1702.25159,6.93274355,772.8333333
3.455985793,1.592701138,40.1691628,20.026886,84.51164,32.1176949,60.2660828,8709.664,20.96312,483.0143,57.55703,1081.65125,22,21.9534435,1.03503454,26.005024,73.15339,53.39712,55.672184,75,260.3352,33.9618874,9.428995,585,33.3207779,171.259521,383.3226,383.053253,74,116.6166,26,1.03495777,3057.15918,8719.411,283.206573,279.424957,1814.50159,3365.8833,10.0443878,2410.41821,1801.83875,7.54947662,704.5833333
3.451434598,1.593326544,40.38985,19.9293213,85.18113,31.93319,60.13796,8692.238,21.0359344,483.0143,57.8202477,1080.70618,22,21.9419327,1.03795445,26.035284,73.16428,53.2470169,55.8911667,75,259.64505,34.28386,6.43399239,585,33.18075,168.912918,382.4452,382.4585,74,116.6166,26,1.0349437,3059.00952,8709.053,287.30658,278.79187,1847.92371,3364.907,10.3775759,2425.714,1800.04822,6.86524868,753.1
3.490575357,1.595709703,40.4378967,19.44907,84.52601,33.0037575,60.355442,8722.821,17.0519314,483.0143,56.74207,1060.62146,21.4,21.3949127,1.03486526,25.95869,73.147934,53.44307,56.05865,74,269.879456,34.33158,14.77051,576,33.1033669,166.897736,383.059235,383.289581,75,118.1925,25,1.035132,2906.87646,8686.837,288.975525,284.989746,1790.11743,3357.43921,10.3856049,2414.501,1797.85181,5.86940145,694.6
3.391784412,1.62189328,40.5851822,20.3385677,83.6614,32.5100136,59.77767,8601.484,18.077652,483.0143,58.3856163,1060.8114,21.55,21.4738617,1.03419077,25.9968662,73.1326752,53.845768,56.7199669,74,272.3738,33.4611244,13.9321623,580,32.92645,169.970184,378.465057,378.357452,73.5,115.828651,26.5,1.03520882,3098.25317,8588.88,288.675537,279.6175,1791.12915,3374.66724,10.652771,2404.70313,1800.61267,7.3653,698.9
3.38784302,1.610679671,40.5851822,20.2971535,84.48282,32.2256126,59.6578064,8669.148,17.3582764,483.0143,58.08728,1058.19519,21.55,21.4856873,1.03603911,25.9818783,73.17336,53.56379,56.0371,75,269.196747,34.441288,3.908138,576.0323,33.2370377,181.88472,381.036682,381.468323,73.5,116.509995,26.5,1.030962,3117.81616,8644.796,293.392456,273.8371,1879.03638,3441.6438,13.29642,2421.683,1803.03442,12.7944717,676.8
3.355186943,1.56768487,40.4286842,19.4424572,85.43574,31.4743443,60.9870758,8839.5,19.19361,483.0143,57.55703,1060.84485,21.55,21.4739075,1.03484273,25.987278,73.16701,53.5118,55.787735,75,268.7781,35.0265,0.815574348,580,33.3166962,170.289444,389.2403,389.55188,74.5,118.477348,25.5,1.03446043,3044.075,8851.187,286.011,269.15802,1902.63074,3522.78857,10.2554169,2430.864,1799.81042,6.415528,716.3
3.362502362,1.579304978,40.3181839,19.3997917,85.34388,31.95413,60.85058,8821.283,19.0007019,483.0143,57.8583946,1061.0155,21.55,21.4738331,1.03541577,25.8398361,73.07164,53.8735046,56.0688171,74,270.666138,34.2418175,10.3606138,579,33.0832062,169.713867,388.254181,388.2478,74.5,118.095161,25.5,1.03525138,3024.54541,8801.916,286.777039,268.526337,1921.90942,3513.58325,10.5057831,2422.298,1801.43457,6.814721,710.3
3.359552312,1.600390816,40.9529953,20.3790779,84.55228,31.59431,60.337204,8719.381,19.371521,483.0143,58.201725,1059.56287,21.55,21.4944534,1.03502786,25.4210911,73.18063,53.53965,55.6245575,75,271.478027,33.86351,9.275115,582,33.0851326,169.9152,383.178955,383.212341,74,116.4908,26,1.03467429,3077.77686,8728.736,294.459259,276.782318,1828.82947,3400.95,10.9918671,2385.31226,1800.95642,7.2927804,696.25
3.653742254,1.593846407,40.18158,20.24751,85.21782,30.9670849,60.4282646,8700.978,19.3661251,483.0143,57.560215,1062.42908,21.55,21.4853287,1.03481579,25.4056034,73.03731,53.3927536,56.2954636,75,267.5399,33.64944,14.531971,583,33.124157,170.6506,384.266846,384.4902,74,116.4908,26,1.034655,3065.43237,8729.872,293.400055,280.928528,1807.41187,3366.34766,10.6697483,2429.55176,1800.48328,7.436724,696.8333333
3.628641477,1.594300325,40.3224754,19.7152424,84.61986,30.8700867,60.62473,8737.488,19.405838,483.0143,58.61753,1062.37927,21.55,21.4756832,1.04101789,25.3420143,73.30053,53.5440865,55.7319374,74,268.552582,34.5382919,6.58805,579,32.9654579,171.355957,384.789276,384.876068,74,117.176041,26,1.04106784,3084.1106,8731.702,287.3662,277.967,1845.72778,3409.492,11.2839966,2420.495,1801.51392,7.866599,736.9166667
3.883265722,1.726766725,42.4265137,24.0073929,79.13684,28.530777,57.2074471,8100.73047,25.9206085,483.0143,62.1080322,1060.44434,21.55,21.4636021,1.03984523,23.67716,73.147934,51.4523849,56.1525421,80,269.2744,34.8221931,9.69996548,620.953857,30.8741741,150.697922,357.637817,357.26712,70,97.125,30,1.03977776,3476.67139,8125.80273,270.28,288.7689,1634.92749,3025.05737,12.5360928,2412.604,1799.10791,8.057617,707.7
3.944535069,1.645347201,45.41085,26.8823833,78.851,28.2038975,56.8996353,8072.0127,27.84021,483.0143,67.04051,969.1404,19.5,19.4647846,1.024617,20.713253,72.9572,46.38307,56.39211,94,227.931427,33.3187141,15.3196774,730,32.65557,135.7005,354.542328,355.377441,66.9999847,83.84714,33.00001,1.025502,3977.43359,8057.804,249.087021,281.856354,1539.2323,3094.921,10.7518311,2393.552,1697.534,7.773295,601.25
3.90134147,1.610395177,45.1056671,25.0053616,80.58256,27.5096111,57.62857,8208.495,28.8613739,483.0143,67.98657,972.1971,19.5,19.4437237,1.02458072,20.3898964,72.8809052,45.8348961,57.7041168,95,229.67984,33.852993,13.590126,735,33.21022,134.013977,361.222382,361.228821,68,85.0986,32,1.02546477,3884.014,8205.072,243.766174,277.002167,1698.03088,3174.465,10.8101654,2410.13477,1698.1792,6.88319159,579.5833333
3.908301245,1.625998531,44.6517143,25.1859074,79.55063,27.055048,57.52148,8178.55664,30.4296265,483.0143,66.384964,956.8507,19.5,19.4448166,1.02089691,20.2907085,72.92859,45.638134,57.8516922,95,229.116623,33.5461426,12.7058315,740,33.427002,135.71817,359.771729,359.5717,68,85.0986,32,1.02398419,3832.36035,8174.648,254.9286,292.930145,1695.54773,3119.72925,10.9071655,2419.05078,1702.53552,7.66649628,575.8333333
3.876888695,1.62132364,44.65214,25.14627,80.26199,28.0500488,57.5332222,8196.148,29.42212,483.0143,66.05343,960.0566,19.3,19.2442131,1.03525352,20.45764,72.98848,45.476635,57.38642,95,232.125214,33.56033,12.0990906,740,33.2884026,134.025818,360.90155,360.33728,68,85.0986,32,1.03448963,3873.06885,8206.586,255.905457,292.213135,1689.60962,3118.539,11.297493,2409.27759,1702.196,7.0155015,621.9
3.941048528,1.629478605,44.68986,25.72248,79.88603,28.0078754,57.506897,8184.4585,27.8949738,483.0143,65.8999,960.6375,19.3,19.2177639,1.035109,20.3913822,73.01654,46.16028,57.2025833,94,229.170914,34.0908623,3.10743976,734,33.4087944,134.89502,359.792328,360.289368,68,85.0986,32,1.03527915,3847.06372,8177.00244,260.930145,295.608582,1653.42944,3093.98633,12.1938448,2408.179,1697.97815,6.86767149,619.3333333
5.489945708,0.000113161,45.868618,47.56417,58.1940956,26.2898273,45.66906,5649.991,36.8232422,483.0143,68.21431,829.363342,19.2,19.2113533,1.03511178,17.7529011,55.91584,43.8535156,37.8647575,101,-4.9889,18.5466156,38.6615,783,25.9197,99.98183,249.683731,250.069183,57.9,54.2100334,42.1,1.035071,4123.18359,5669.234,253.790512,318.549622,2595.30664,1247.888,10.435545,2410.41553,0.08479723,7.198327,422.25
4.648185647,1.596218172,41.6508026,20.4064064,81.1617,30.6602039,58.52373,8401.275,15.2470055,483.0143,56.71769,1085.27649,20.2713585,21.3036175,1.0393914,26.732914,73.32596,57.2383041,55.2794075,67,250.112625,33.57338,10.1748686,515.65,31.6791859,185.325287,369.705,369.073151,72.99999,135.779984,27.00001,1.03884768,3075.42456,8337.716,267.23233,241.497208,1737.18652,3512.77954,10.7574949,2431.57617,1703.27466,7.250665,816.25
4.62520569,1.580129715,41.5471,19.9636688,80.58017,30.3896065,58.69338,8401.275,15.4457464,483.0143,56.9304543,1078.435,20.7088718,21.4069767,1.03961492,26.8000851,73.2542,57.21192,55.237648,67,248.033279,33.2774467,13.0187016,515.763245,31.9453926,185.638641,366.2053,365.727051,72.99999,125.596481,27.00001,1.0400331,3062.70435,8364.027,267.29715,246.549179,1711.17493,3446.165,10.5989552,2437.55542,1701.64624,7.3404727,782.7
4.5433575,1.557072246,41.4433937,19.6597061,82.8488541,30.119009,58.8630257,8401.275,15.6444883,483.0143,57.1432228,1071.59363,21.1463833,21.42511,1.04022634,26.8672562,73.30598,56.92948,55.1612053,67,247.799576,32.9550934,8.984847,522.583252,32.1972046,185.367111,371.965881,371.398682,72.99999,125.596481,27.00001,1.039279,3113.31616,8412.705,269.878,239.995514,1757.911,3531.74878,10.4404154,2414.469,1700.018,7.37575626,761
4.505321492,1.552183147,41.2680244,20.092617,82.20109,30.4382572,59.0237122,8459.408,15.6355286,483.0143,57.8202477,1067.457,21.37,21.448164,1.04029417,26.9908028,73.10979,56.22981,55.53841,67,249.931732,33.6955032,8.879411,523,32.5278778,185.847153,372.32254,372.055542,72.99999,125.596481,27.00001,1.040232,3140.69751,8459.267,267.998352,245.583572,1755.59668,3489.31543,10.7000647,2406.4126,1699.59583,7.543923,781.25
