V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12,V_13,V_14,V_15,V_16,V_17,V_18,V_19,V_20,V_21,V_22,V_23,V_24,V_25,V_26,V_27,V_28,V_29,V_30,V_31,V_32,V_33,V_34,V_35,V_36,V_37,V_38,V_39,V_40,V_41,V_42,TargetVariable
4.991674972,1.582716129,42.2563972,28.1512966,67.3037338,49.5396233,59.2946548,8489.456,20.1171875,389.20105,55.1270332,1121.336,23.4,23.49142,1.03462982,26.9971752,74.39918,54.69629,46.7431564,65,258.9928,32.4435272,13.093895,504,31.04762,184.4564,373.7916,373.1383,75,128.34375,25,1.03475237,2837.37085,8486.019,299.1944,269.802551,3328.62573,3619.228,11.7619324,2388.82544,1699.14722,7.312932,753.7
4.950147485,1.569737669,42.7519646,27.8786125,67.26559,48.80293,59.1625557,8457.676,19.8089752,387.53183,55.3940659,1122.20471,23.57,23.4815178,1.03908193,27.2343063,74.33242,54.9575729,46.7664223,65,262.1339,32.6221581,11.9788246,504,31.053133,183.90802,374.29895,374.170319,75,128.34375,25,1.03952491,2830.69946,8524.895,296.939026,265.955933,3375.70435,3659.33618,12.0220184,2388.342,1701.063,7.268421,792.5
4.904355165,1.556597345,42.2928658,26.9213047,67.32948,47.70556,59.5823364,8577.625,20.9483643,391.4553,53.91394,1121.68738,23.57,23.4799633,1.03978646,27.24664,74.39918,55.213,46.5317764,65,261.325684,33.2125473,9.164096,504,31.0584469,184.610367,377.302826,377.37085,75,128.34375,25,1.03979862,2848.772,8591.126,295.455933,274.349365,3547.02051,3589.794,11.5306931,2413.69385,1699.68347,7.374306,785.5
4.989183386,1.582701074,42.33234,28.34254,66.808815,47.0304031,59.2173576,8502.803,21.6986542,392.9771,54.55863,1122.67383,23.57,23.5029526,1.03974807,27.3787022,74.3101654,54.5899849,46.76305,65,259.8456,34.22446,8.839161,510,31.3359375,186.12175,374.285248,373.980438,75,128.34375,25,1.04004455,2821.149,8504.902,300.168823,284.7438,3428.032,3403.09814,11.5462341,2414.68945,1700.896,7.70394,790.1666667
4.948410257,1.575406758,42.0691223,27.6733856,67.18364,48.4335,59.02639,8483.679,18.705368,388.485474,55.1270332,1119.38525,23.2,23.2176552,1.04021144,27.3680782,74.30554,54.8391571,46.8578758,65,260.3957,34.2573738,11.611661,510,31.4010944,184.344391,373.4235,373.28186,75,128.34375,25,1.036463,2833.04419,8489.143,295.081573,280.787354,3507.445,3502.42,11.72596,2414.03149,1699.88879,7.42169,771.4
4.029289298,1.576715556,42.4849319,27.5770512,66.64996,49.4496651,58.9715,8455.797,18.573782,388.383362,55.2414322,1119.53125,23.2,23.2180233,1.03988671,27.351881,74.28474,54.32936,46.4538345,65,261.4155,33.9063225,12.4846563,508,32.48907,185.2883,372.396423,371.980438,75,128.34375,25,1.03987765,2821.071,8472.369,303.1409,276.538574,3539.63281,3525.257,11.6459579,2412.32935,1700.95862,7.39747238,799.8333333
4.04644082,1.569690332,43.0189972,27.7235737,67.50344,49.7998047,59.0124,8463.93,15.7142487,383.393738,55.27962,1119.14514,23.2,23.2178974,1.03498971,27.37243,74.36103,55.1167068,46.32973,65,258.7522,33.31802,14.4169664,505,31.0857925,187.620117,372.282959,372.533722,75,128.621246,25,1.034406,2802.56543,8476.74,300.577148,274.801758,3553.00684,3536.56,11.9999084,2414.63843,1699.6958,7.87410164,707.3333333
3.990295169,1.560081005,42.446785,26.4535561,67.70736,49.8475647,59.32866,8539.406,15.782486,385.331024,54.13901,1119.33972,23.2,23.2065468,1.0346967,27.35582,74.32288,55.043705,46.3655663,65,258.5553,34.36823,14.2903776,505,31.0239029,184.522446,376.6539,376.755463,75,128.621246,25,1.03498924,2860.164,8542.359,300.4684,269.369843,3615.86938,3621.45361,11.5882721,2412.32935,1701.03967,7.17381334,747.5833333
3.990594649,1.562676551,42.446785,27.6892128,67.2022552,49.72589,59.049057,8469.85,15.811264,382.8268,55.2414742,1120.03748,23.2,23.2152672,1.034873,27.376812,74.36327,55.0362434,46.14272,65,258.083282,33.57383,9.401133,505,31.115696,184.4848,373.126678,373.54895,75,128.621246,25,1.03476381,2831.58813,8476.4,299.1083,275.03186,3504.56567,3555.064,12.2895584,2403.487,1700.08862,7.3208456,732.8
4.756796104,1.585183702,42.33234,27.5559578,68.7624,48.8183861,60.4031563,8778.409,19.95744,391.396057,56.0387573,1120.40991,23.2,22.87729,1.04283881,26.1974964,74.28474,51.6555939,46.27762,69,261.280121,33.8080177,5.78009653,554.1194,31.1358318,174.973328,382.705078,386.25,75,127.5,25,1.00333452,2932.784,8761.638,298.607117,267.2803,3618.96143,3666.03833,11.3209229,2414.69653,1773.71973,6.863292,730.25
4.994284249,1.688995397,44.902565,29.9610138,66.4721756,47.23249,57.8036537,8267.101,22.95198,400.78476,58.02723,1120.0282,22.61,22.6507,1.035033,25.7378521,74.22751,51.80341,47.06777,73,259.906067,32.9985657,7.52719,568,32.03384,170.5785,364.514618,364.587341,72,113.22,28,1.034612,3224.68555,8287.031,281.2582,274.9425,3433.41577,3580.357,12.1493683,2418.87256,1799.97083,7.825667,700.625
4.968270759,1.693118221,44.215065,29.9935665,66.6896439,46.98252,58.25231,8328.765,22.6434479,397.679565,57.44259,1122.79272,22.61,22.6676617,1.03591478,25.8254681,74.2084351,51.39547,47.0142975,73,258.9385,33.5853424,6.17493057,568.0003,31.8708687,169.941254,366.3833,366.175079,72,112.554,28,1.035383,3244.00464,8313.147,286.0034,275.2244,3433.37354,3513.237,12.2235584,2407.64478,1800.22046,7.84657431,688.9166667
4.916397232,1.671836408,43.7781334,30.0477142,67.47092,46.3218765,58.8390465,8444.657,23.0415649,400.0452,57.7058067,1155.05725,22.61,22.63678,1.03547084,25.81646,74.32288,51.2588959,46.9533119,73,258.8415,33.1223755,11.0094519,569,31.8160248,166.354538,372.3196,372.932831,72,112.554,28,1.03417861,3291.779,8465.808,276.762177,276.198517,3358.09741,3533.03223,12.03945,2398.601,1800.58862,7.05135727,685.25
4.980236727,1.680554509,44.6050835,31.0411472,66.3170547,46.2035065,58.5235367,8385.477,22.75415,399.5622,58.12543,1152.92249,22.61,22.648098,1.03464079,25.7900162,74.32288,51.4405327,46.7357254,73,260.5855,33.70689,9.073512,568.998962,32.01005,169.326477,369.645752,368.858521,72,112.554,28,1.03589082,3267.82617,8403.544,278.836945,273.4058,3475.50513,3514.45,12.2687607,2418.148,1799.56714,7.681495,681
